고객ID,성별,연령,결혼여부,부양자유무,부양자수,추천횟수,영수증발급여부,과금방식,보안서비스,백업서비스,기술지원서비스,데이터무제한,데이터사용량,시작일,종료일,고객이탈여부,이탈가능점수,이탈유형,LTV,만족도,로밍사용료,시작일_dt,종료일_dt,유지기간,총과금액,유지기간(년),데이터사용구간,고객월평균납부액
C-15199,남성,29,No,No,0,0,No,계좌이체,No,No,Yes,No,41,2019-12-01,2022-01-01,No,80,,5985,3,50170,2019-12-01,2022-01-01,25,3008000,2,4GB 이상 5GB 미만,120320.0
C-15200,남성,57,Yes,No,0,1,Yes,신용카드,No,Yes,Yes,No,11,2015-05-01,2021-04-01,Yes,97,Dissatisfaction,4982,1,6550,2015-05-01,2021-04-01,72,9315200,6,1GB 이상 2GB 미만,129377.77777777778
C-15201,남성,38,No,No,0,0,Yes,계좌이체,No,No,No,Yes,22,2020-05-01,2022-01-01,No,54,,3003,3,54470,2020-05-01,2022-01-01,20,1431400,1,2GB 이상 3GB 미만,71570.0
C-15202,남성,22,No,No,0,0,No,계좌이체,No,No,Yes,Yes,58,2020-06-01,2022-01-01,No,40,,4010,4,35930,2020-06-01,2022-01-01,19,1413900,1,5GB 이상 6GB 미만,74415.78947368421
C-15203,남성,43,Yes,Yes,2,1,No,계좌이체,No,No,No,No,0,2018-12-01,2022-01-01,No,51,,2888,4,17850,2018-12-01,2022-01-01,37,855200,3,1GB 미만,23113.513513513513
C-15204,남성,38,No,Yes,2,0,No,신용카드,No,No,No,No,0,2018-05-01,2022-01-01,No,50,,3114,4,19100,2018-05-01,2022-01-01,44,1059800,3,1GB 미만,24086.363636363636
C-15205,여성,46,No,No,0,0,No,계좌이체,No,No,Yes,Yes,3,2020-08-01,2021-07-01,Yes,66,Competitor,5250,1,25310,2020-08-01,2021-07-01,12,1261900,1,1GB 미만,105158.33333333333
C-15206,여성,45,Yes,No,0,1,Yes,계좌이체,No,No,No,No,22,2020-11-01,2022-01-01,No,39,,4917,3,8700,2020-11-01,2022-01-01,14,1181500,1,2GB 이상 3GB 미만,84392.85714285714
C-15207,남성,58,Yes,Yes,3,0,No,신용카드,Yes,Yes,Yes,Yes,57,2019-12-01,2022-01-01,No,27,,2898,3,0,2019-12-01,2022-01-01,25,1163800,2,5GB 이상 6GB 미만,46552.0
C-15208,남성,73,Yes,No,0,10,Yes,계좌이체,Yes,Yes,Yes,Yes,30,2015-01-01,2022-01-01,No,39,,4988,3,1470,2015-01-01,2022-01-01,84,9209800,7,3GB 이상 4GB 미만,109640.47619047618
C-15209,여성,37,No,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,19,2017-10-01,2022-01-01,No,77,,3424,3,0,2017-10-01,2022-01-01,51,2368700,4,1GB 이상 2GB 미만,46445.098039215685
C-15210,남성,48,Yes,Yes,3,9,Yes,계좌이체,No,No,No,Yes,20,2020-07-01,2022-01-01,No,62,,2651,4,43510,2020-07-01,2022-01-01,18,1447100,1,2GB 이상 3GB 미만,80394.44444444444
C-15211,여성,63,No,No,0,0,No,신용카드,No,No,No,No,0,2018-06-01,2022-01-01,No,30,,3086,3,38080,2018-06-01,2022-01-01,43,1017800,3,1GB 미만,23669.767441860466
C-15213,여성,25,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,51,2021-03-01,2021-08-01,Yes,73,Competitor,5090,3,1700,2021-03-01,2021-08-01,6,633500,0,5GB 이상 6GB 미만,105583.33333333333
C-15214,남성,42,Yes,No,0,3,No,신용카드,Yes,No,Yes,Yes,14,2018-10-01,2022-01-01,No,51,,4732,3,13330,2018-10-01,2022-01-01,39,3694800,3,1GB 이상 2GB 미만,94738.46153846153
C-15215,여성,48,Yes,Yes,3,6,No,계좌이체,No,No,No,No,0,2020-05-01,2022-01-01,No,35,,5206,4,19440,2020-05-01,2022-01-01,20,460900,1,1GB 미만,23045.0
C-15216,남성,40,No,No,0,0,No,계좌이체,Yes,No,Yes,Yes,13,2017-10-01,2022-01-01,No,61,,4003,3,0,2017-10-01,2022-01-01,51,2664700,4,1GB 이상 2GB 미만,52249.01960784314
C-15217,여성,24,No,No,0,0,No,계좌이체,No,No,No,Yes,51,2020-09-01,2022-01-01,No,60,,4288,4,18420,2020-09-01,2022-01-01,16,945700,1,5GB 이상 6GB 미만,59106.25
C-15218,여성,23,No,No,0,7,No,계좌이체,Yes,No,Yes,Yes,27,2016-10-01,2022-01-01,No,38,,6404,4,0,2016-10-01,2022-01-01,63,2514400,5,2GB 이상 3GB 미만,39911.11111111111
C-15219,남성,24,No,No,0,8,Yes,계좌이체,No,No,No,Yes,30,2021-01-01,2021-05-01,Yes,87,Dissatisfaction,4013,1,54920,2021-01-01,2021-05-01,5,426300,0,3GB 이상 4GB 미만,85260.0
C-15220,남성,27,No,No,0,9,Yes,신용카드,No,No,No,No,0,2020-10-01,2022-01-01,No,27,,5587,5,15930,2020-10-01,2022-01-01,15,434200,1,1GB 미만,28946.666666666668
C-15221,여성,48,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,16,2016-02-01,2022-01-01,No,32,,4094,3,35260,2016-02-01,2022-01-01,71,6918600,5,1GB 이상 2GB 미만,97445.07042253521
C-15222,남성,35,No,No,0,0,No,계좌이체,Yes,Yes,Yes,Yes,30,2017-12-01,2022-01-01,No,27,,3183,4,43390,2017-12-01,2022-01-01,49,3758600,4,3GB 이상 4GB 미만,76706.12244897959
C-15223,여성,67,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,7,2020-06-01,2022-01-01,No,37,,4615,4,8810,2020-06-01,2022-01-01,19,1516800,1,1GB 미만,79831.57894736843
C-15224,여성,43,No,No,0,0,No,신용카드,Yes,Yes,Yes,Yes,23,2020-07-01,2022-01-01,No,79,,3474,3,0,2020-07-01,2022-01-01,18,1108300,1,2GB 이상 3GB 미만,61572.22222222222
C-15225,여성,41,No,No,0,0,No,신용카드,No,No,No,No,0,2020-06-01,2022-01-01,No,54,,4208,5,44750,2020-06-01,2022-01-01,19,445800,1,1GB 미만,23463.157894736843
C-15226,남성,52,No,No,0,0,Yes,계좌이체,No,No,No,Yes,11,2020-04-01,2022-01-01,No,70,,5212,5,8250,2020-04-01,2022-01-01,21,2034300,1,1GB 이상 2GB 미만,96871.42857142857
C-15227,여성,33,No,No,0,0,No,계좌이체,No,No,No,No,0,2020-09-01,2022-01-01,No,57,,5685,4,7230,2020-09-01,2022-01-01,16,462100,1,1GB 미만,28881.25
C-15228,남성,43,Yes,Yes,1,1,Yes,계좌이체,No,Yes,No,Yes,16,2017-03-01,2022-01-01,No,51,,3315,5,6220,2017-03-01,2022-01-01,58,5529600,4,1GB 이상 2GB 미만,95337.93103448275
C-15229,남성,36,No,No,0,0,No,계좌이체,No,No,No,Yes,28,2020-12-01,2021-01-01,Yes,97,Attitude,3531,1,27350,2020-12-01,2021-01-01,2,104600,0,2GB 이상 3GB 미만,52300.0
C-15230,여성,80,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,24,2016-03-01,2021-07-01,Yes,89,Price,6080,1,32880,2016-03-01,2021-07-01,65,5328200,5,2GB 이상 3GB 미만,81972.30769230769
C-15231,남성,53,Yes,No,0,5,No,신용카드,Yes,Yes,Yes,Yes,8,2015-01-01,2022-01-01,No,53,,6274,4,7120,2015-01-01,2022-01-01,84,11315200,7,1GB 미만,134704.7619047619
C-15232,여성,67,No,No,0,0,No,계좌이체,No,Yes,Yes,Yes,23,2018-09-01,2022-01-01,No,37,,3820,4,14350,2018-09-01,2022-01-01,40,3034700,3,2GB 이상 3GB 미만,75867.5
C-15233,여성,24,No,No,0,3,Yes,계좌이체,No,No,No,Yes,59,2020-04-01,2022-01-01,No,62,,4654,5,7680,2020-04-01,2022-01-01,21,1955900,1,5GB 이상 6GB 미만,93138.09523809524
C-15234,남성,40,No,No,0,0,Yes,계좌이체,No,No,No,Yes,6,2020-12-01,2022-01-01,No,66,,3145,5,0,2020-12-01,2022-01-01,13,412900,1,1GB 미만,31761.53846153846
C-15235,남성,62,No,No,0,0,No,신용카드,No,No,No,No,0,2019-06-01,2022-01-01,No,43,,2916,3,19440,2019-06-01,2022-01-01,31,674900,2,1GB 미만,21770.967741935485
C-15236,남성,75,Yes,No,0,2,Yes,신용카드,No,Yes,Yes,Yes,9,2015-02-01,2022-01-01,No,80,,6412,4,1360,2015-02-01,2022-01-01,83,9380200,6,1GB 미만,113014.4578313253
C-15237,남성,35,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,11,2021-08-01,2021-10-01,Yes,89,Attitude,4134,1,15480,2021-08-01,2021-10-01,3,162000,0,1GB 이상 2GB 미만,54000.0
C-15238,남성,49,No,No,0,0,No,계좌이체,Yes,Yes,No,No,15,2020-11-01,2022-01-01,No,23,,4855,3,25540,2020-11-01,2022-01-01,14,1586500,1,1GB 이상 2GB 미만,113321.42857142857
C-15239,남성,31,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,11,2021-07-01,2021-10-01,Yes,66,Competitor,3038,1,30170,2021-07-01,2021-10-01,4,336400,0,1GB 이상 2GB 미만,84100.0
C-15240,남성,63,No,No,0,0,No,신용카드,No,No,Yes,Yes,28,2019-07-01,2022-01-01,No,44,,2110,4,53900,2019-07-01,2022-01-01,30,1933500,2,2GB 이상 3GB 미만,64450.0
C-15241,남성,61,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,13,2021-09-01,2021-12-01,Yes,83,Attitude,2987,2,0,2021-09-01,2021-12-01,4,184200,0,1GB 이상 2GB 미만,46050.0
C-15242,여성,31,Yes,Yes,2,6,Yes,이체/메일확인,No,Yes,No,Yes,20,2020-11-01,2022-01-01,No,61,,4387,3,0,2020-11-01,2022-01-01,14,524600,1,2GB 이상 3GB 미만,37471.42857142857
C-15243,남성,26,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,73,2019-03-01,2022-01-01,No,34,,4094,5,32090,2019-03-01,2022-01-01,34,3993800,2,7GB 이상 8GB 미만,117464.70588235294
C-15244,여성,62,Yes,No,0,3,No,계좌이체,No,No,No,Yes,18,2020-05-01,2021-02-01,Yes,91,Competitor,4971,2,29950,2020-05-01,2021-02-01,10,1047800,0,1GB 이상 2GB 미만,104780.0
C-15245,여성,57,No,No,0,0,Yes,계좌이체,No,No,No,Yes,10,2020-11-01,2022-01-01,No,75,,4840,3,38190,2020-11-01,2022-01-01,14,1108500,1,1GB 이상 2GB 미만,79178.57142857143
C-15246,남성,70,Yes,No,0,1,No,계좌이체,No,No,No,Yes,16,2019-09-01,2021-02-01,Yes,79,Competitor,3443,2,10740,2019-09-01,2021-02-01,18,1696500,1,1GB 이상 2GB 미만,94250.0
C-15247,남성,45,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,20,2019-05-01,2022-01-01,No,68,,4481,3,0,2019-05-01,2022-01-01,32,2051900,2,2GB 이상 3GB 미만,64121.875
C-15248,남성,33,Yes,Yes,2,8,No,신용카드,No,No,No,Yes,30,2020-09-01,2022-01-01,No,57,,2776,5,39660,2020-09-01,2022-01-01,16,817200,1,3GB 이상 4GB 미만,51075.0
C-15249,남성,30,Yes,No,0,2,No,계좌이체,Yes,Yes,Yes,Yes,30,2015-02-01,2022-01-01,No,23,,5007,4,32320,2015-02-01,2022-01-01,83,8757400,6,3GB 이상 4GB 미만,105510.84337349398
C-15250,남성,53,Yes,No,0,2,Yes,신용카드,Yes,No,No,Yes,10,2017-05-01,2022-01-01,No,44,,2770,4,24180,2017-05-01,2022-01-01,56,5612400,4,1GB 이상 2GB 미만,100221.42857142857
C-15251,여성,51,Yes,No,0,5,No,계좌이체,No,No,No,Yes,7,2020-10-01,2022-01-01,No,58,,2330,5,3390,2020-10-01,2022-01-01,15,1632800,1,1GB 미만,108853.33333333333
C-15252,여성,56,Yes,Yes,3,8,No,신용카드,Yes,Yes,Yes,Yes,27,2015-01-01,2022-01-01,No,65,,6063,3,25540,2015-01-01,2022-01-01,84,6579300,7,2GB 이상 3GB 미만,78325.0
C-15253,여성,27,Yes,No,0,5,No,신용카드,Yes,Yes,Yes,Yes,76,2016-07-01,2022-01-01,No,27,,5907,3,33560,2016-07-01,2022-01-01,66,7161800,5,7GB 이상 8GB 미만,108512.12121212122
C-15254,여성,25,Yes,No,0,1,No,계좌이체,Yes,No,No,Yes,41,2019-07-01,2022-01-01,No,39,,4809,3,48930,2019-07-01,2022-01-01,30,2689400,2,4GB 이상 5GB 미만,89646.66666666667
C-15255,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,9,2018-11-01,2022-01-01,No,54,,4030,5,28250,2018-11-01,2022-01-01,38,4303200,3,1GB 미만,113242.1052631579
C-15256,여성,21,No,No,0,2,Yes,계좌이체,No,No,Yes,No,53,2016-08-01,2022-01-01,No,44,,6439,5,47690,2016-08-01,2022-01-01,65,7008800,5,5GB 이상 6GB 미만,107827.69230769231
C-15257,여성,21,No,No,0,0,No,계좌이체,No,No,No,Yes,42,2020-10-01,2022-01-01,No,47,,4099,3,54580,2020-10-01,2022-01-01,15,975700,1,4GB 이상 5GB 미만,65046.666666666664
C-15258,남성,33,No,No,0,0,No,신용카드,No,No,No,No,0,2018-12-01,2022-01-01,No,50,,2305,3,15140,2018-12-01,2022-01-01,37,871600,3,1GB 미만,23556.756756756757
C-15259,여성,23,No,No,0,3,No,신용카드,Yes,Yes,Yes,Yes,69,2015-01-01,2022-01-01,No,66,,5762,3,50740,2015-01-01,2022-01-01,84,8909400,7,6GB 이상 7GB 미만,106064.28571428571
C-15260,여성,29,Yes,No,0,3,Yes,계좌이체,No,Yes,Yes,Yes,69,2016-08-01,2022-01-01,No,28,,5713,3,47230,2016-08-01,2022-01-01,65,8546300,5,6GB 이상 7GB 미만,131481.53846153847
C-15261,여성,80,No,No,0,0,Yes,계좌이체,No,No,No,Yes,5,2021-10-01,2021-11-01,Yes,72,Competitor,5345,3,32320,2021-10-01,2021-11-01,2,191000,0,1GB 미만,95500.0
C-15262,남성,53,Yes,No,0,1,Yes,이체/메일확인,No,No,No,Yes,26,2020-04-01,2021-10-01,Yes,97,Competitor,2815,1,21580,2020-04-01,2021-10-01,19,1110100,1,2GB 이상 3GB 미만,58426.31578947369
C-15263,남성,29,No,No,0,0,Yes,신용카드,Yes,No,No,Yes,42,2020-03-01,2022-01-01,No,38,,5983,3,54690,2020-03-01,2022-01-01,22,2051800,1,4GB 이상 5GB 미만,93263.63636363637
C-15264,여성,35,No,No,0,0,No,신용카드,No,No,No,Yes,15,2021-05-01,2021-12-01,Yes,75,Competitor,2872,1,20450,2021-05-01,2021-12-01,8,694700,0,1GB 이상 2GB 미만,86837.5
C-15265,여성,54,Yes,No,0,10,Yes,계좌이체,No,No,No,No,0,2016-04-01,2022-01-01,No,77,,6064,4,26330,2016-04-01,2022-01-01,69,1562300,5,1GB 미만,22642.028985507248
C-15266,여성,57,No,No,0,0,Yes,신용카드,No,Yes,No,Yes,2,2020-05-01,2022-01-01,No,29,,2038,3,0,2020-05-01,2022-01-01,20,692700,1,1GB 미만,34635.0
C-15267,남성,35,Yes,No,0,5,Yes,계좌이체,No,Yes,No,Yes,7,2018-04-01,2022-01-01,No,40,,3348,4,35930,2018-04-01,2022-01-01,45,4954900,3,1GB 미만,110108.88888888889
C-15268,남성,78,No,No,0,0,Yes,계좌이체,Yes,Yes,No,Yes,18,2015-09-01,2022-01-01,No,63,,5125,3,21700,2015-09-01,2022-01-01,76,9185500,6,1GB 이상 2GB 미만,120861.84210526316
C-15269,남성,41,No,No,0,0,Yes,계좌이체,No,No,Yes,Yes,3,2020-04-01,2022-01-01,No,66,,5017,3,34800,2020-04-01,2022-01-01,21,2323900,1,1GB 미만,110661.90476190476
C-15270,남성,71,Yes,Yes,1,10,Yes,계좌이체,Yes,No,No,Yes,11,2016-01-01,2022-01-01,No,71,,6214,4,20570,2016-01-01,2022-01-01,72,6785000,6,1GB 이상 2GB 미만,94236.11111111111
C-15271,남성,27,No,No,0,0,No,신용카드,No,No,No,No,0,2016-07-01,2022-01-01,No,70,,5708,5,29040,2016-07-01,2022-01-01,66,1531200,5,1GB 미만,23200.0
C-15272,여성,23,No,No,0,2,No,계좌이체,No,No,Yes,No,48,2017-03-01,2022-01-01,No,38,,5187,5,7120,2017-03-01,2022-01-01,58,6110100,4,4GB 이상 5GB 미만,105346.55172413793
C-15273,여성,21,No,No,0,0,No,이체/메일확인,No,No,No,No,0,2021-03-01,2021-04-01,Yes,82,Competitor,5421,3,17740,2021-03-01,2021-04-01,2,48300,0,1GB 미만,24150.0
C-15274,남성,24,No,No,0,0,No,신용카드,No,No,No,No,0,2020-07-01,2022-01-01,No,20,,4439,3,13790,2020-07-01,2022-01-01,18,450100,1,1GB 미만,25005.555555555555
C-15275,남성,49,No,No,0,0,Yes,계좌이체,No,No,No,No,19,2020-12-01,2022-01-01,No,21,,3154,4,6670,2020-12-01,2022-01-01,13,1353800,1,1GB 이상 2GB 미만,104138.46153846153
C-15276,남성,31,No,No,0,0,Yes,신용카드,No,No,No,Yes,11,2020-12-01,2022-01-01,No,79,,4796,4,4520,2020-12-01,2022-01-01,13,852200,1,1GB 이상 2GB 미만,65553.84615384616
C-15277,여성,49,No,No,0,0,Yes,계좌이체,No,Yes,Yes,No,3,2017-01-01,2022-01-01,No,29,,4740,4,24180,2017-01-01,2022-01-01,60,5219800,5,1GB 미만,86996.66666666667
C-15278,남성,62,Yes,Yes,3,2,Yes,계좌이체,No,Yes,Yes,Yes,27,2017-04-01,2022-01-01,No,38,,4221,3,8480,2017-04-01,2022-01-01,57,7271900,4,2GB 이상 3GB 미만,127577.19298245614
C-15279,여성,54,Yes,No,0,8,Yes,계좌이체,No,No,No,No,0,2017-12-01,2022-01-01,No,20,,5707,4,17520,2017-12-01,2022-01-01,49,1159100,4,1GB 미만,23655.102040816328
C-15280,남성,75,No,No,0,0,No,계좌이체,Yes,Yes,No,No,17,2020-02-01,2022-01-01,No,23,,5296,3,54580,2020-02-01,2022-01-01,23,1630900,1,1GB 이상 2GB 미만,70908.69565217392
C-15281,남성,38,Yes,Yes,3,10,Yes,신용카드,No,No,No,Yes,56,2016-06-01,2022-01-01,No,44,,4603,5,25540,2016-06-01,2022-01-01,67,7073700,5,5GB 이상 6GB 미만,105577.6119402985
C-15282,남성,76,No,No,0,0,Yes,계좌이체,No,No,No,Yes,26,2020-11-01,2021-11-01,Yes,98,Competitor,2819,3,24750,2020-11-01,2021-11-01,13,1536400,1,2GB 이상 3GB 미만,118184.61538461539
C-15283,남성,45,No,Yes,2,0,No,계좌이체,No,No,No,No,0,2017-10-01,2022-01-01,No,53,,5986,5,52660,2017-10-01,2022-01-01,51,1510900,4,1GB 미만,29625.49019607843
C-15284,남성,51,No,No,0,0,No,계좌이체,Yes,Yes,Yes,No,22,2017-11-01,2022-01-01,No,39,,5858,3,31640,2017-11-01,2022-01-01,50,4179800,4,2GB 이상 3GB 미만,83596.0
C-15285,여성,51,No,No,0,0,Yes,계좌이체,Yes,No,No,Yes,26,2020-01-01,2021-04-01,Yes,89,Competitor,4780,1,53790,2020-01-01,2021-04-01,16,1191200,1,2GB 이상 3GB 미만,74450.0
C-15286,여성,67,Yes,No,0,5,Yes,계좌이체,No,No,No,Yes,24,2017-04-01,2022-01-01,No,41,,2701,4,46220,2017-04-01,2022-01-01,57,5682900,4,2GB 이상 3GB 미만,99700.0
C-15287,여성,44,Yes,No,0,1,No,계좌이체,No,No,No,No,0,2015-01-01,2022-01-01,No,76,,4747,3,53340,2015-01-01,2022-01-01,84,1977000,7,1GB 미만,23535.714285714286
C-15288,남성,63,No,No,0,0,Yes,계좌이체,No,No,No,No,27,2020-12-01,2022-01-01,No,32,,2722,5,16270,2020-12-01,2022-01-01,13,1035800,1,2GB 이상 3GB 미만,79676.92307692308
C-15289,남성,21,No,No,0,0,No,신용카드,No,No,No,No,0,2019-09-01,2022-01-01,No,39,,4726,3,36840,2019-09-01,2022-01-01,28,624300,2,1GB 미만,22296.428571428572
C-15290,남성,37,No,No,0,0,Yes,계좌이체,No,No,No,Yes,24,2016-08-01,2022-01-01,No,35,,5940,5,5420,2016-08-01,2022-01-01,65,4632600,5,2GB 이상 3GB 미만,71270.76923076923
C-15291,여성,42,Yes,No,0,1,Yes,계좌이체,No,No,No,Yes,8,2020-09-01,2021-10-01,Yes,86,Attitude,2655,2,0,2020-09-01,2021-10-01,14,809100,1,1GB 미만,57792.857142857145
C-15292,남성,74,Yes,Yes,3,1,Yes,계좌이체,No,Yes,Yes,No,20,2015-02-01,2022-01-01,No,54,,6404,4,52090,2015-02-01,2022-01-01,83,7165300,6,2GB 이상 3GB 미만,86328.9156626506
C-15293,남성,23,No,No,0,1,No,계좌이체,No,No,No,No,0,2016-01-01,2022-01-01,No,24,,4501,3,18530,2016-01-01,2022-01-01,72,2060900,6,1GB 미만,28623.61111111111
C-15294,남성,76,Yes,Yes,2,5,Yes,계좌이체,Yes,Yes,No,Yes,19,2015-02-01,2022-01-01,No,44,,4485,3,34130,2015-02-01,2022-01-01,83,8500900,6,1GB 이상 2GB 미만,102420.48192771085
C-15295,여성,38,Yes,Yes,3,2,No,이체/메일확인,No,No,No,No,0,2019-11-01,2022-01-01,No,28,,5751,5,50400,2019-11-01,2022-01-01,26,552900,2,1GB 미만,21265.384615384617
C-15296,남성,35,No,No,0,0,Yes,신용카드,No,No,No,No,17,2020-07-01,2021-02-01,Yes,91,Price,4154,1,41580,2020-07-01,2021-02-01,8,817000,0,1GB 이상 2GB 미만,102125.0
C-15297,남성,65,No,No,0,0,Yes,계좌이체,No,No,No,Yes,11,2017-10-01,2021-12-01,Yes,73,Dissatisfaction,4287,3,21360,2017-10-01,2021-12-01,51,5744800,4,1GB 이상 2GB 미만,112643.13725490196
C-15298,남성,63,Yes,Yes,2,5,Yes,계좌이체,No,No,No,No,0,2015-04-01,2022-01-01,No,22,,4933,3,13110,2015-04-01,2022-01-01,81,2475400,6,1GB 미만,30560.493827160495
C-15299,여성,76,No,No,0,0,Yes,신용카드,No,No,No,Yes,15,2017-05-01,2021-06-01,Yes,70,Attitude,5651,2,50740,2017-05-01,2021-06-01,50,5280000,4,1GB 이상 2GB 미만,105600.0
C-15300,남성,33,Yes,Yes,1,1,Yes,계좌이체,No,Yes,No,Yes,29,2017-12-01,2022-01-01,No,42,,3462,4,43960,2017-12-01,2022-01-01,49,5402000,4,2GB 이상 3GB 미만,110244.89795918367
C-15301,남성,56,No,No,0,0,Yes,계좌이체,No,No,Yes,No,23,2018-01-01,2021-08-01,Yes,93,Dissatisfaction,4760,1,44520,2018-01-01,2021-08-01,44,5141800,3,2GB 이상 3GB 미만,116859.09090909091
C-15302,여성,63,No,No,0,0,Yes,계좌이체,No,No,No,No,20,2020-09-01,2021-01-01,Yes,96,Competitor,3223,1,48930,2020-09-01,2021-01-01,5,492200,0,2GB 이상 3GB 미만,98440.0
C-15303,남성,26,Yes,No,0,5,No,신용카드,Yes,Yes,No,Yes,58,2020-06-01,2022-01-01,No,70,,3345,4,0,2020-06-01,2022-01-01,19,822100,1,5GB 이상 6GB 미만,43268.42105263158
C-15304,남성,56,No,No,0,0,No,신용카드,No,No,No,No,0,2016-04-01,2022-01-01,No,48,,4565,3,14690,2016-04-01,2022-01-01,69,1669000,5,1GB 미만,24188.405797101448
C-15306,여성,74,Yes,Yes,1,1,Yes,신용카드,No,Yes,No,Yes,17,2020-05-01,2021-01-01,Yes,69,Competitor,5302,3,55260,2020-05-01,2021-01-01,9,846700,0,1GB 이상 2GB 미만,94077.77777777778
C-15307,여성,57,Yes,No,0,9,Yes,계좌이체,No,No,Yes,No,24,2015-12-01,2022-01-01,No,58,,6301,4,1470,2015-12-01,2022-01-01,73,6414900,6,2GB 이상 3GB 미만,87875.34246575342
C-15308,여성,21,No,Yes,1,0,No,신용카드,No,Yes,No,Yes,27,2020-11-01,2022-01-01,No,72,,4057,3,21020,2020-11-01,2022-01-01,14,896100,1,2GB 이상 3GB 미만,64007.142857142855
C-15309,여성,29,Yes,No,0,7,Yes,신용카드,No,Yes,No,Yes,53,2017-03-01,2022-01-01,No,53,,2333,5,36050,2017-03-01,2022-01-01,58,4689100,4,5GB 이상 6GB 미만,80846.55172413793
C-15310,여성,45,Yes,Yes,3,5,Yes,이체/메일확인,No,No,No,No,0,2015-09-01,2022-01-01,No,55,,4582,3,20230,2015-09-01,2022-01-01,76,2154100,6,1GB 미만,28343.42105263158
C-15311,여성,68,Yes,No,0,0,Yes,계좌이체,Yes,Yes,Yes,Yes,17,2015-01-01,2022-01-01,No,56,,5881,3,54810,2015-01-01,2022-01-01,84,8828100,7,1GB 이상 2GB 미만,105096.42857142857
C-15312,남성,74,Yes,No,0,1,Yes,신용카드,No,Yes,No,Yes,8,2019-09-01,2021-01-01,Yes,81,Competitor,2076,1,29490,2019-09-01,2021-01-01,17,1488500,1,1GB 미만,87558.82352941176
C-15313,남성,25,No,No,0,0,Yes,이체/메일확인,No,No,No,No,51,2020-12-01,2021-01-01,Yes,79,Dissatisfaction,4261,1,25200,2020-12-01,2021-01-01,2,187900,0,5GB 이상 6GB 미만,93950.0
C-15314,남성,42,No,No,0,0,No,계좌이체,No,No,No,No,18,2018-12-01,2022-01-01,No,26,,3080,4,45310,2018-12-01,2022-01-01,37,3063000,3,1GB 이상 2GB 미만,82783.78378378379
C-15315,여성,21,No,No,0,0,Yes,신용카드,Yes,Yes,Yes,Yes,73,2015-09-01,2022-01-01,No,33,,6474,3,9610,2015-09-01,2022-01-01,76,7817200,6,7GB 이상 8GB 미만,102857.8947368421
C-15316,남성,33,Yes,Yes,3,7,Yes,신용카드,Yes,No,No,Yes,53,2019-01-01,2022-01-01,No,52,,3607,4,2600,2019-01-01,2022-01-01,36,2416700,3,5GB 이상 6GB 미만,67130.55555555556
C-15317,남성,20,No,No,0,1,Yes,계좌이체,No,No,No,Yes,42,2020-05-01,2021-07-01,Yes,89,Competitor,2177,1,8250,2020-05-01,2021-07-01,15,1476900,1,4GB 이상 5GB 미만,98460.0
C-15318,여성,72,No,No,0,0,No,신용카드,No,Yes,No,Yes,21,2019-10-01,2022-01-01,No,77,,4452,4,1920,2019-10-01,2022-01-01,27,2799700,2,2GB 이상 3GB 미만,103692.5925925926
C-15319,남성,54,No,No,0,0,Yes,계좌이체,No,No,No,No,20,2021-01-01,2021-10-01,Yes,81,Competitor,5028,1,0,2021-01-01,2021-10-01,10,545400,0,2GB 이상 3GB 미만,54540.0
C-15320,남성,67,No,No,0,0,No,신용카드,No,No,No,No,0,2015-04-01,2022-01-01,No,21,,4042,3,23280,2015-04-01,2022-01-01,81,1931400,6,1GB 미만,23844.444444444445
C-15321,남성,77,Yes,No,0,1,Yes,신용카드,Yes,No,No,Yes,8,2016-11-01,2022-01-01,No,40,,5324,4,46220,2016-11-01,2022-01-01,62,7605500,5,1GB 미만,122669.35483870968
C-15322,여성,31,No,No,0,0,Yes,계좌이체,No,Yes,No,Yes,25,2020-01-01,2022-01-01,No,75,,4807,5,2940,2020-01-01,2022-01-01,24,2322900,2,2GB 이상 3GB 미만,96787.5
C-15323,여성,31,Yes,No,0,1,Yes,계좌이체,Yes,No,No,Yes,22,2020-03-01,2021-10-01,Yes,97,Attitude,4718,2,29150,2020-03-01,2021-10-01,20,1733600,1,2GB 이상 3GB 미만,86680.0
C-15324,여성,30,No,No,0,0,Yes,계좌이체,No,Yes,Yes,Yes,42,2015-04-01,2022-01-01,No,33,,4803,4,27010,2015-04-01,2022-01-01,81,10538300,6,4GB 이상 5GB 미만,130102.46913580247
C-15325,여성,22,No,No,0,6,Yes,계좌이체,Yes,Yes,No,Yes,59,2015-07-01,2022-01-01,No,26,,4172,3,26220,2015-07-01,2022-01-01,78,6183000,6,5GB 이상 6GB 미만,79269.23076923077
